Año,Título,Fuente/Revista,Autores,Enlace
2023,"54th Meeting of the Solar Physics Division, id. 109.05. Bulletin of the American Astronomical Society, Vol. 55, No. 7 e-id 2023n7i109p05.",,"JUAN BUITRAGO-CASAS, WILLINTON JHOMAR CAICEDO TEZ, SANTIAGO VARGAS DOMINGUEZ, JUAN CARLOS MARTINEZ OLIVEROS, SAVANNAH PEREZ-PIEL, CHARLES LINDSEY.",https://ui.adsabs.harvard.edu/abs/2023SPD....5410905B/abstract
2023,"arXiv e-prints, 2023/9.",,"JOHAN NICOLÁS MOLINA CÓRDOBA, S VARGAS DOMÍNGUEZ, JI ZULUAGA.",https://ui.adsabs.harvard.edu/abs/2023arXiv230902809N/abstract
2023,"Revista de la Academia Colombiana de Ciencias Exactas, Físicas y Naturales. 47(183):445-452, abril-junio de 2023.",,"SANTIAGO VARGAS-DOMÍNGUEZ, BENJAMÍN CALVO-MOZO, JUAN CARLOS MARTÍNEZ OLIVEROS, JUAN CAMILO BUITRAGO-CASAS.",https://doi.org/10.18257/raccefyn.1930
2023,"A&A 674, A91 (2023).",,"JI CAMPOS ROZO, S VARGAS DOMÍNGUEZ, D UTZ, AM VERONIG, A HANSLMEIER.",https://doi.org/10.1051/0004-6361/202346389
2023,"Revista Hipótesis, 2023/4, pp 2-9: Universidad de Los Andes.",,"MARIA FERNANDA GONZÁLEZ, SANTIAGO VARGAS DOMÍNGUEZ.",https://scholar.google.com/scholar?cluster=17777101556116558449&hl=en&oi=scholarr
2022,"Planetario de Bogotá Instituto Distrital de las Artes - Idartes, Revista cometa, Vol. 3, ISSN 2745 - 2514, Enero-Junio 2022, pp 6-9.",,SANTIAGO VARGAS DOMÍNGUEZ.,https://idartesencasa.gov.co/sites/default/files//libros_pdf/Revista_Cometa_Tercera_Edicion.pdf
2022,Autores:,,"ASTRID DEL SOCORRO ALTAMAR CONSUEGRA, SONIA LUCILA MENESES VELOSA, CLAUDIA ARIAS, GILBERTO VALLEJO MORENO, DANIEL ALEJANDRO HERRERA LADINO, IVÁN ANDRÉS HERRERA LADINO, ÁLVARO LUIS MERCADO SUÁREZ, MARGARITA ROSA MEDINA VARGAS, SINDY VIVIANA GIRALDO ARCILA, CRISTIAN GÓEZ THERÁN, SANTIAGO VARGAS DOMÍNGUEZ, PAOLA ANDREA ECHEVERRI GUTIÉRREZ, JESÚS DAVID VALENCIA SALAZAR, DANIEL ARISTIZÁBAL TORRES, ADÁN SILVESTRE GUTIÉRREZ, ANA MARÍA BARRERA RODRÍGUEZ, LEILA NAYIBE RAMÍREZ CASTAÑEDA, NELSON OBREGÓN NEIRA, GINA PAOLA GONZÁLEZ ANGARITA, JOSÉ ALEJANDRO MARTÍNEZ, DARÍO MAURICIO REYES, NICOLÁS GIRALDO CASTRO.",https://doi.org/10.57793/9789587566468
2022,"Springer Nature Singapore, Reviews of Modern Plasma Physics, Volume 6, article number 33, (2022)","Springer Nature Singapore, Reviews of Modern Plasma Physics,","SANTIAGO VARGAS DOMÍNGUEZ, DOMINIK UTZ.",https://link.springer.com/article/10.1007/s41614-022-00094-0
2022,​,"Historias del Cosmos Historias del Cosmos Historias del Cosmos Historias del Cosmos Historias del Cosmos http://www.astroscu.unam.mx/rmaa/RMxAC..54/PDF/RMxAC..54_PHasan-XXX.pdf ISBN 978-958-794-908-7, Vargas Domínguez, S. 2022/9. ISBN 978-958-794-908-7, Vargas Domínguez, S. 2022/9. ISBN 978-958-794-908-7, Vargas Domínguez, S. 2022/9.",SANTIAGO VARGAS DOMINGUEZ.,https://repositorio.unal.edu.co/handle/unal/83752
2022,"2nd Workshop on Astronomy Beyond the Common Senses for Accessibility and Inclusion (2WAI)(Virtual-Modality, November 17-18, 2021).",,"SANTIAGO VARGAS DOMÍNGUEZ, BEATRIZ GARCIA, GARY HEMMING, SONIA DUFFAU, NICOLÁS VÁZQUEZ, ANGELA PÉREZ.",https://scholar.google.com/scholar?oi=bibs&cluster=12197591915661201289&btnI=1&hl=en
2022,​,"INVITED TALKS THE POWER OF LISTENING TO YOUR DATA: OPENING DOORS AND ENHANCING DISCOVERY USING SONIFICATION INVITED TALKS THE POWER OF LISTENING TO YOUR DATA: OPENING DOORS AND ENHANCING DISCOVERY USING SONIFICATION INVITED TALKS THE POWER OF LISTENING TO YOUR DATA: OPENING DOORS AND ENHANCING DISCOVERY USING SONIFICATION INVITED TALKS THE POWER OF LISTENING TO YOUR DATA: OPENING DOORS AND ENHANCING DISCOVERY USING SONIFICATION INVITED TALKS THE POWER OF LISTENING TO YOUR DATA: OPENING DOORS AND ENHANCING DISCOVERY USING SONIFICATION http://www.astroscu.unam.mx/rmaa/RMxAC..54/PDF/RMxAC..54_CONTENTS.pdf 2nd Workshop on Astronomy Beyond the Common Senses for Accessibility and Inclusion (2WAI)(Virtual-Modality, November 17-18, 2021). 2nd Workshop on Astronomy Beyond the Common Senses for Accessibility and Inclusion (2WAI)(Virtual-Modality, November 17-18, 2021). 2nd Workshop on Astronomy Beyond the Common Senses for Accessibility and Inclusion (2WAI)(Virtual-Modality, November 17-18, 2021).","SANTIAGO VARGAS DOMÍNGUEZ, BEATRIZ GARCIA, GARY HEMMING, SONIA DUFFAU.",https://www.astroscu.unam.mx/rmaa/RMxAC..54/PDF/RMxAC..54_CONTENTS.pdf
2022,​,"Caribbean Astronomy for Inclusion (CAI): Transforming “theory” on inclusion into concrete actions Caribbean Astronomy for Inclusion (CAI): Transforming “theory” on inclusion into concrete actions Caribbean Astronomy for Inclusion (CAI): Transforming “theory” on inclusion into concrete actions Caribbean Astronomy for Inclusion (CAI): Transforming “theory” on inclusion into concrete actions Caribbean Astronomy for Inclusion (CAI): Transforming “theory” on inclusion into concrete actions http://www.astroscu.unam.mx/rmaa/RMxAC..54/PDF/RMxAC..54_PHasan-XXX.pdf Revista Mexicana de Astronom´ıa y Astrof´ısica Serie de Conferencias (RMxAC), 54, 84–88 (2022). Revista Mexicana de Astronom´ıa y Astrof´ısica Serie de Conferencias (RMxAC), 54, 84–88 (2022). Revista Mexicana de Astronom´ıa y Astrof´ısica Serie de Conferencias (RMxAC), 54, 84–88 (2022).","B. OCAÑA FLAQUER, W. DIAZ MERCED, S. HAQUE, R. NARCISSE, J. MEJUTO, E. DIAZ, S. VARGAS DOMÍNGUEZ, A. BIERYLA, K. EASTWOOD.",https://doi.org/10.22201/ia.14052059p.2022.54.18
2022,​,"The IAU Women in Astronomy Working Group and Inclusivity The IAU Women in Astronomy Working Group and Inclusivity The IAU Women in Astronomy Working Group and Inclusivity The IAU Women in Astronomy Working Group and Inclusivity The IAU Women in Astronomy Working Group and Inclusivity http://www.astroscu.unam.mx/rmaa/RMxAC..54/PDF/RMxAC..54_PHasan-XXX.pdf Revista Mexicana de Astronomía y Astrofísica, Serie de Conferencias (RMxAC), 54, 129–132 (2022). Revista Mexicana de Astronomía y Astrofísica, Serie de Conferencias (RMxAC), 54, 129–132 (2022). Revista Mexicana de Astronomía y Astrofísica, Serie de Conferencias (RMxAC), 54, 129–132 (2022).","P HASAN, M PANDEY-POMMIER, S VARGAS DOMÍNGUEZ, A PICCIALLI, A SAAD HASSANIN, D LAZZARO, DJ NORMAN, BJ WILKES, J LEIBACHER, CDP LAGOS, J MASEGOSA, L YANG, D VALLS-GABAUD, A BAMBA, J NASTULA.",https://doi.org/10.22201/ia.14052059p.2022.54.30
2022,"ISBN 978-958-49-4995-0, Vargas Domínguez, S, 2022/4.",A,"A OLIVEROS PRADA, W HELMUTH SÁNCHEZ, S VARGAS DOMÍNGUEZ, S. HERNÁNDEZ ARRIETA.",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9DDaTaAAAAAJ&cstart=20&pagesize=80&sortby=pubdate&citation_for_view=9DDaTaAAAAAJ:cB__R-XWw9UC
2022,"Internacional Astronomical Union Annual Reports, 2022.",,"ILARIA ERMOLLI, ALFIO BONANNO, YOICHIRO HANAOKA, ALEXANDER KOSOVICHEV, KRITOF PETROVAY, PAUL RAJAGURU, MICHAL SVANDA, SANTIAGO VARGAS DOMINGUEZ.",https://www.iau.org/static/science/scientific_bodies/commissions/e1/commission-e1-annual-report-2021-2022.pdf
2022,​,"The Solar Activity Monitor Network – SAMNet The Solar Activity Monitor Network – SAMNet The Solar Activity Monitor Network – SAMNet The Solar Activity Monitor Network – SAMNet Journal of Space Weather and Space Climate, Volume 12, 2022. Journal of Space Weather and Space Climate, Volume 12, 2022. Journal of Space Weather and Space Climate, Volume 12, 2022.",ROBERTUS ERDÉLYI ET AL. (INCLUDING SANTIAGO VARGAS DOMÍNGUEZ.,https://www.swsc-journal.org/articles/swsc/full_html/2022/01/swsc200065/swsc200065.html
2022,​,"Observational evidence for two-component distributions describing solar magnetic bright points Observational evidence for two-component distributions describing solar magnetic bright points Observational evidence for two-component distributions describing solar magnetic bright points Observational evidence for two-component distributions describing solar magnetic bright points Astronomy and Astrophysics, 2022, Vol. 657. Astronomy and Astrophysics, 2022, Vol. 657. Astronomy and Astrophysics, 2022, Vol. 657.","GERARDINE BERRIOS SAAVEDRA, DOMINIK UTZ, SANTIAGO VARGAS DOMÍNGUEZ, JOSÉ IVÁN CAMPOS ROZO, SERGIO JAVIER GONZÁLEZ MANRIQUE, PETER GÖMÖRY, CHRISTOPH KUCKEIN, HORST BALTHASAR, PETER ZELINA.",https://www.aanda.org/articles/aa/abs/2022/01/aa41231-21/aa41231-21.html
2021,​,"Three-dimensional magnetic reconnection in particle-in-cell simulations of anisotropic plasma turbulence Three-dimensional magnetic reconnection in particle-in-cell simulations of anisotropic plasma turbulence Three-dimensional magnetic reconnection in particle-in-cell simulations of anisotropic plasma turbulence Three-dimensional magnetic reconnection in particle-in-cell simulations of anisotropic plasma turbulence Journal of Plasma Physics ISSN: 0022-3778, 2021 vol:87 fasc: págs: 1 - 35, DOI:10.1017/S0022377821000404 Journal of Plasma Physics ISSN: 0022-3778, 2021 vol:87 fasc: págs: 1 - 35, DOI:10.1017/S0022377821000404 Journal of Plasma Physics ISSN: 0022-3778, 2021 vol:87 fasc: págs: 1 - 35, DOI:10.1017/S0022377821000404","JEFFERSSON A. AGUDELO RUEDA, DANIEL VERSCHAREN, ROBERT T. WICKS, CHRISTOPHER J. OWEN, GEORGIOS NICOLAOU, ANDREW P. WALSH, IOANNIS ZOUGANELIS, KAI GERMASCHEWSKI, SANTIAGO VARGAS DOMÍNGUEZ",https://www.cambridge.org/core/journals/journal-of-plasma-physics/article/threedimensional-magnetic-reconnection-in-particleincell-simulations-of-anisotropic-plasma-turbulence/83BF0275A43DADC67ED50A7E94CE3ACD
2021,​,"Latin American Network for Scientific Culture (RedLCC): A Regional Science Communication Initiative Latin American Network for Scientific Culture (RedLCC): A Regional Science Communication Initiative Latin American Network for Scientific Culture (RedLCC): A Regional Science Communication Initiative Latin American Network for Scientific Culture (RedLCC): A Regional Science Communication Initiative Frontiers in Research Metrics and Analytics ISSN: 2504-0537, 2021 vol:6 fasc: págs: 1 - 5, DOI:10.3389/frma.2021.654022 Frontiers in Research Metrics and Analytics ISSN: 2504-0537, 2021 vol:6 fasc: págs: 1 - 5, DOI:10.3389/frma.2021.654022 Frontiers in Research Metrics and Analytics ISSN: 2504-0537, 2021 vol:6 fasc: págs: 1 - 5, DOI:10.3389/frma.2021.654022","FELIX MORONTA-BARRIOS, SANTIAGO VARGAS DOMÍNGUEZ, MELANIE NUESCH-GERMANO, VICENTE TORRES, KATHERINA SELVAGGI, CECILIA DI PRINZIO, EMMA O'BRIEN, VICTOR HERNANDEZ, MARTIN MONTEIRO",https://www.frontiersin.org/articles/10.3389/frma.2021.654022/full
2021,​,"The active region source of a type III radio storm observed by Parker Solar Probe during Encounter 2 The active region source of a type III radio storm observed by Parker Solar Probe during Encounter 2 The active region source of a type III radio storm observed by Parker Solar Probe during Encounter 2 The active region source of a type III radio storm observed by Parker Solar Probe during Encounter 2 Astronomy & Astrophysics ISSN: 0004-6361, 2021 vol:650 fasc: págs: 1 - 13, DOI:10.1051/0004-6361/202039514 Astronomy & Astrophysics ISSN: 0004-6361, 2021 vol:650 fasc: págs: 1 - 13, DOI:10.1051/0004-6361/202039514 Astronomy & Astrophysics ISSN: 0004-6361, 2021 vol:650 fasc: págs: 1 - 13, DOI:10.1051/0004-6361/202039514","LOUISE HARRA, DAVID H BROOKS, STUART D BALE, CH MANDRINI, KRZYSZTOF BARCZYNSKI, ROHIT SHARMA, SAMUEL T BADMAN, S VARGAS DOMINGUEZ, MARC PULUPA",https://www.aanda.org/articles/aa/abs/2021/06/aa39514-20/aa39514-20.html
2021,​,"Análisis de polaridades magnéticas en regiones activas para la predicción de fulguraciones solares Análisis de polaridades magnéticas en regiones activas para la predicción de fulguraciones solares Análisis de polaridades magnéticas en regiones activas para la predicción de fulguraciones solares Análisis de polaridades magnéticas en regiones activas para la predicción de fulguraciones solares Revista De La Academia Colombiana De Ciencias Exactas, Físicas Y Naturales ISSN: 0370-3908, 2020 vol:44 fasc: págs: 984 - 995, DOI:10.18257/raccefyn.1196 Revista De La Academia Colombiana De Ciencias Exactas, Físicas Y Naturales ISSN: 0370-3908, 2020 vol:44 fasc: págs: 984 - 995, DOI:10.18257/raccefyn.1196 Revista De La Academia Colombiana De Ciencias Exactas, Físicas Y Naturales ISSN: 0370-3908, 2020 vol:44 fasc: págs: 984 - 995, DOI:10.18257/raccefyn.1196","NATALIA GRANADOS HERNÁNDEZ, SANTIAGO VARGAS DOMINGUEZ",https://raccefyn.co/index.php/raccefyn/article/view/1196
2021,​,"Comparative analysis of sky quality and meteorological variables during the total lunar eclipse on 14-15 April 2014 and their effect on qualitative measurements of the Bortle scale Comparative analysis of sky quality and meteorological variables during the total lunar eclipse on 14-15 April 2014 and their effect on qualitative measurements of the Bortle scale Comparative analysis of sky quality and meteorological variables during the total lunar eclipse on 14-15 April 2014 and their effect on qualitative measurements of the Bortle scale Comparative analysis of sky quality and meteorological variables during the total lunar eclipse on 14-15 April 2014 and their effect on qualitative measurements of the Bortle scale Revista Mexicana de Astronomia y Astrofisica ISSN: 0185-1101, 2020 vol:57 fasc: págs: 57 - 66, DOI:10.22201/ia.01851101p.2021.57.01.03 Revista Mexicana de Astronomia y Astrofisica ISSN: 0185-1101, 2020 vol:57 fasc: págs: 57 - 66, DOI:10.22201/ia.01851101p.2021.57.01.03 Revista Mexicana de Astronomia y Astrofisica ISSN: 0185-1101, 2020 vol:57 fasc: págs: 57 - 66, DOI:10.22201/ia.01851101p.2021.57.01.03","CRISTIAN GOEZ, SANTIAGO VARGAS DOMINGUEZ",
2020,​,"Ultra-impulsive solar flare seismology Ultra-impulsive solar flare seismology Ultra-impulsive solar flare seismology Ultra-impulsive solar flare seismology Astrophysical Journal Letters ISSN: 2041-8205, 2020 vol:895 fasc: 1 págs: 19 - 24, DOI:10.3847/2041-8213/ab9173 Astrophysical Journal Letters ISSN: 2041-8205, 2020 vol:895 fasc: 1 págs: 19 - 24, DOI:10.3847/2041-8213/ab9173 Astrophysical Journal Letters ISSN: 2041-8205, 2020 vol:895 fasc: 1 págs: 19 - 24, DOI:10.3847/2041-8213/ab9173","CHARLES LINDSEY, BENJAMIN CALVO MOZO, JUAN CAMILO BUITRAGO CASAS, JUAN CARLOS MARTINEZ OLIVEROS, VALERIA QUINTERO ORTEGA, ANGEL DANIEL MARTINEZ CIFUENTES",https://iopscience.iop.org/article/10.3847/2041-8213/ab9173
2020,​,"An in situ interplanetary ""U-burst"": observation and results An in situ interplanetary ""U-burst"": observation and results An in situ interplanetary ""U-burst"": observation and results An in situ interplanetary ""U-burst"": observation and results Astrophysical Journal ISSN: 1538-4357, 2020 vol:897 fasc: 2 págs: 170 - 176, DOI:10.3847/1538-4357/ab96c3 Astrophysical Journal ISSN: 1538-4357, 2020 vol:897 fasc: 2 págs: 170 - 176, DOI:10.3847/1538-4357/ab96c3 Astrophysical Journal ISSN: 1538-4357, 2020 vol:897 fasc: 2 págs: 170 - 176, DOI:10.3847/1538-4357/ab96c3","BENJAMIN CALVO MOZO, JUAN CARLOS MARTINEZ OLIVEROS, SAIDA MILENA DIAZ CASTILLO",https://iopscience.iop.org/article/10.3847/1538-4357/ab96c3
2020,​,"Submerged sources of transient acoustic emission from solar flares Submerged sources of transient acoustic emission from solar flares Submerged sources of transient acoustic emission from solar flares Submerged sources of transient acoustic emission from solar flares Astrophysical Journal Letters ISSN: 2041-8205, 2020 vol:901 fasc: 1 págs: 9 - 16, DOI:10.3847/2041-8213/abad2a Astrophysical Journal Letters ISSN: 2041-8205, 2020 vol:901 fasc: 1 págs: 9 - 16, DOI:10.3847/2041-8213/abad2a Astrophysical Journal Letters ISSN: 2041-8205, 2020 vol:901 fasc: 1 págs: 9 - 16, DOI:10.3847/2041-8213/abad2a","BENJAMIN CALVO MOZO, CHARLES LINDSEY, JUAN CAMILO BUITRAGO CASAS, JUAN CARLOS MARTINEZ OLIVEROS, VALERIA QUINTERO ORTEGA, ANGEL DANIEL MARTINEZ CIFUENTES",https://iopscience.iop.org/article/10.3847/2041-8213/abad2a
2020,​,"Nodo colombiano para la Red Internacional de Monitoreo de Actividad Solar Nodo colombiano para la Red Internacional de Monitoreo de Actividad Solar Nodo colombiano para la Red Internacional de Monitoreo de Actividad Solar Nodo colombiano para la Red Internacional de Monitoreo de Actividad Solar Innovación Y Ciencia ISSN: 0121-5140, 2020 vol:27 fasc: págs: 1 - 5, Innovación Y Ciencia ISSN: 0121-5140, 2020 vol:27 fasc: págs: 1 - 5, Innovación Y Ciencia ISSN: 0121-5140, 2020 vol:27 fasc: págs: 1 - 5,","RAUL JOYA, SANTIAGO VARGAS DOMINGUEZ, CHARLES TRIANA, JAVIER SÁNCHEZ, DOMENICO BONACCINI CALIA",https://innovacionyciencia.com/articulos_cientificos/nodo-colombiano-para-la-red-internacional-de-monitoreo-de-actividad-solar
2019,​,"The Educational and Influential Power of the Sun The Educational and Influential Power of the Sun The Educational and Influential Power of the Sun The Educational and Influential Power of the Sun Communicating Astronomy With The Public Journal ISSN: 1996-563X, 2019 vol:25 fasc: págs: 28 - 33, DOI: Communicating Astronomy With The Public Journal ISSN: 1996-563X, 2019 vol:25 fasc: págs: 28 - 33, DOI: Communicating Astronomy With The Public Journal ISSN: 1996-563X, 2019 vol:25 fasc: págs: 28 - 33, DOI:","ALEJANDRO CÁRDENAS, SANTIAGO VARGAS DOMINGUEZ, FREDY MORENO, BENJAMÍN CALVO",https://www.capjournal.org/issues/25/25_28.pdf
2019,​,"Photospheric plasma and magnetic field dynamics during the formation of solar AR 11190 Photospheric plasma and magnetic field dynamics during the formation of solar AR 11190 Photospheric plasma and magnetic field dynamics during the formation of solar AR 11190 Photospheric plasma and magnetic field dynamics during the formation of solar AR 11190 Astronomy & Astrophysics ISSN: 0004-6361, 2019 vol:622 fasc: págs: 1 - 14, DOI:10.1051/0004-6361/201832760 Astronomy & Astrophysics ISSN: 0004-6361, 2019 vol:622 fasc: págs: 1 - 14, DOI:10.1051/0004-6361/201832760 Astronomy & Astrophysics ISSN: 0004-6361, 2019 vol:622 fasc: págs: 1 - 14, DOI:10.1051/0004-6361/201832760","JOSE IVAN CAMPOS ROZO, DOMINIK UTZ,  SANTIAGO VARGAS DOMÍNGUEZ2, ASTRID VERONIG, TOM VAN DOORSSELAERE",https://www.aanda.org/articles/aa/full_html/2019/02/aa32760-18/aa32760-18.html
2018,​,"FM14 Session 2: Communicating Astronomy in our Changing World FM14 Session 2: Communicating Astronomy in our Changing World FM14 Session 2: Communicating Astronomy in our Changing World FM14 Session 2: Communicating Astronomy in our Changing World Proceedings of the International Astronomical Union ISSN: 1743-9213, 2018 vol:14 fasc: págs: 528 - 530, DOI:10.1017/S1743921319005283 Proceedings of the International Astronomical Union ISSN: 1743-9213, 2018 vol:14 fasc: págs: 528 - 530, DOI:10.1017/S1743921319005283 Proceedings of the International Astronomical Union ISSN: 1743-9213, 2018 vol:14 fasc: págs: 528 - 530, DOI:10.1017/S1743921319005283",SANTIAGO VARGAS DOMINGUEZ,https://www.cambridge.org/core/journals/proceedings-of-the-international-astronomical-union/article/fm14-session-2-communicating-astronomy-in-our-changing-world/623E5823A07F88F010633501843B93D4
2018,​,"Análisis de la dinámica fotosférica a gran escala durante el ciclo solar 24 Análisis de la dinámica fotosférica a gran escala durante el ciclo solar 24 Análisis de la dinámica fotosférica a gran escala durante el ciclo solar 24 Análisis de la dinámica fotosférica a gran escala durante el ciclo solar 24 Scientia Et Technica ISSN: 0122-1701, 2018 vol:23 fasc: págs: 288 - 292, DOI: Scientia Et Technica ISSN: 0122-1701, 2018 vol:23 fasc: págs: 288 - 292, DOI: Scientia Et Technica ISSN: 0122-1701, 2018 vol:23 fasc: págs: 288 - 292, DOI:","VALERIA QUINTERO, JOSE IVÁN CAMPOS, SANTIAGO VARGAS DOMINGUEZ",https://www.redalyc.org/articulo.oa?id=84958001028
2018,​,"A statistical study of photospheric magnetic field changes during 75 solar flares A statistical study of photospheric magnetic field changes during 75 solar flares A statistical study of photospheric magnetic field changes during 75 solar flares A statistical study of photospheric magnetic field changes during 75 solar flares Astrophysical Journal ISSN: 1538-4357, 2018 vol:852 fasc: 1 págs: 25 - 38, DOI:10.3847/1538-4357/aa9d37 Astrophysical Journal ISSN: 1538-4357, 2018 vol:852 fasc: 1 págs: 25 - 38, DOI:10.3847/1538-4357/aa9d37 Astrophysical Journal ISSN: 1538-4357, 2018 vol:852 fasc: 1 págs: 25 - 38, DOI:10.3847/1538-4357/aa9d37","JUAN SEBASTIAN CASTELLANOS DURAN, BENJAMIN CALVO MOZO",https://iopscience.iop.org/article/10.3847/1538-4357/aa9d37
